job title,category,education requirement,experience years,required skills,salary range,skills_list,combined_text
detective,Law Enforcement,Police Academy|Experience,3,Investigation|Analysis|Problem Solving|Communication|Attention to Detail|Judgment,65-110K,"['investigation', 'analysis', 'problem solving', 'communication', 'attention to detail', 'judgment']",detective investigation analysis problem solving communication attention to detail judgment
geologist,Science & Research,Bachelor's in Geology,2,Geology|Field Work|Analysis|Research|Problem Solving|Technical Knowledge,60-110K,"['geology', 'field work', 'analysis', 'research', 'problem solving', 'technical knowledge']",geologist geology field work analysis research problem solving technical knowledge
meteorologist,Science & Research,Bachelor's in Meteorology,1,Meteorology|Weather Analysis|Research|Data Analysis|Problem Solving|Communication,55-100K,"['meteorology', 'weather analysis', 'research', 'data analysis', 'problem solving', 'communication']",meteorologist meteorology weather analysis research data analysis problem solving communication
microbiologist,Science & Research,Master's in Microbiology,2,Microbiology|Laboratory Work|Research|Data Analysis|Problem Solving|Precision,65-120K,"['microbiology', 'laboratory work', 'research', 'data analysis', 'problem solving', 'precision']",microbiologist microbiology laboratory work research data analysis problem solving precision
botanist,Science & Research,Bachelor's in Botany|Master's preferred,2,Plant Science|Field Work|Research|Data Analysis|Problem Solving|Communication,60-110K,"['plant science', 'field work', 'research', 'data analysis', 'problem solving', 'communication']",botanist plant science field work research data analysis problem solving communication
news anchor,Media & Entertainment,Bachelor's in Journalism|Broadcasting,2,Communication|Presentation|Writing|Research|Critical Thinking|On-Camera Skills,60-150K,"['communication', 'presentation', 'writing', 'research', 'critical thinking', 'on-camera skills']",news anchor communication presentation writing research critical thinking on camera skills
radio host,Media & Entertainment,Broadcasting School,1,Public Speaking|Communication|Improvisation|Interviewing|Problem Solving|Personality,40-100K,"['public speaking', 'communication', 'improvisation', 'interviewing', 'problem solving', 'personality']",radio host public speaking communication improvisation interviewing problem solving personality
sports commentator,Media & Entertainment,Journalism|Broadcasting,2,Sports Knowledge|Public Speaking|Communication|Enthusiasm|Quick Thinking|Writing,50-120K,"['sports knowledge', 'public speaking', 'communication', 'enthusiasm', 'quick thinking', 'writing']",sports commentator sports knowledge public speaking communication enthusiasm quick thinking writing
announcer,Media & Entertainment,High School|Broadcasting,1,Public Speaking|Voice Skills|Pronunciation|Communication|Professionalism|Quick Thinking,40-80K,"['public speaking', 'voice skills', 'pronunciation', 'communication', 'professionalism', 'quick thinking']",announcer public speaking voice skills pronunciation communication professionalism quick thinking
athlete,Sports & Athletics,High School|University,1,Athletic Ability|Training Discipline|Teamwork|Mental Toughness|Performance|Fitness,40-500K,"['athletic ability', 'training discipline', 'teamwork', 'mental toughness', 'performance', 'fitness']",athlete athletic ability training discipline teamwork mental toughness performance fitness
sports agent,Sports & Athletics,Bachelor's in Business|Law,2,Sales|Negotiation|Sports Knowledge|Communication|Business Acumen|Networking,60-150K,"['sales', 'negotiation', 'sports knowledge', 'communication', 'business acumen', 'networking']",sports agent sales negotiation sports knowledge communication business acumen networking
athletic trainer,Sports & Athletics,Bachelor's in Athletic Training,1,Athletic Training|First Aid|Sports Knowledge|Communication|Problem Solving|Empathy,45-85K,"['athletic training', 'first aid', 'sports knowledge', 'communication', 'problem solving', 'empathy']",athletic trainer athletic training first aid sports knowledge communication problem solving empathy
librarian,Information Services,Master's in Library Science,1,Information Management|Research|Organization|Communication|Customer Service|Technology,55-100K,"['information management', 'research', 'organization', 'communication', 'customer service', 'technology']",librarian information management research organization communication customer service technology
archivist,Information Services,Master's in Archival Science,2,Archives Management|Organization|Preservation|Research|Documentation|Problem Solving,50-90K,"['archives management', 'organization', 'preservation', 'research', 'documentation', 'problem solving']",archivist archives management organization preservation research documentation problem solving
museum curator,Arts & Culture,Master's in Art History|Museum Studies,3,Curation|Art Knowledge|Research|Communication|Problem Solving|Management,55-100K,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']",museum curator curation art knowledge research communication problem solving management
conservator,Arts & Culture,Master's in Conservation,2,Conservation|Restoration|Technical Skills|Precision|Research|Problem Solving,55-100K,"['conservation', 'restoration', 'technical skills', 'precision', 'research', 'problem solving']",conservator conservation restoration technical skills precision research problem solving
exhibition designer,Arts & Culture,Bachelor's in Design|Museum Studies,2,Exhibition Design|Creativity|Technical Skills|Communication|Problem Solving|Project Management,50-90K,"['exhibition design', 'creativity', 'technical skills', 'communication', 'problem solving', 'project management']",exhibition designer exhibition design creativity technical skills communication problem solving project management
veterinarian,Veterinary,Doctor of Veterinary Medicine,1,Veterinary Medicine|Animal Care|Diagnosis|Communication|Compassion|Problem Solving,80-150K,"['veterinary medicine', 'animal care', 'diagnosis', 'communication', 'compassion', 'problem solving']",veterinarian veterinary medicine animal care diagnosis communication compassion problem solving
veterinary technician,Veterinary,Associate in Veterinary Technology,1,Veterinary Care|Animal Handling|Technical Skills|Communication|Compassion|Safety,35-60K,"['veterinary care', 'animal handling', 'technical skills', 'communication', 'compassion', 'safety']",veterinary technician veterinary care animal handling technical skills communication compassion safety
